measurement_index,measurement_time,measurement_type,data_index,F1,F2,F3,F4,F5,F6,F7,F8
24,2025-10-05 16:02:08,LED+UV,3,0,0,0,0,0,0,0,0
24,2025-10-05 16:02:08,LED+UV,4,0,0,0,0,0,0,0,0
25,2025-10-05 16:04:09,LED Only,0,0,0,0,0,0,0,0,0
25,2025-10-05 16:04:09,LED Only,1,0,0,0,0,0,0,0,0
25,2025-10-05 16:04:09,LED Only,2,7,46,26,50,83,82,66,38
25,2025-10-05 16:04:09,LED Only,3,7,46,26,50,83,82,66,38
25,2025-10-05 16:04:09,LED Only,4,7,46,26,50,83,82,66,38
25,2025-10-05 16:04:09,UV Only,0,7,46,26,50,83,82,66,39
25,2025-10-05 16:04:09,UV Only,1,7,46,26,50,83,82,66,39
25,2025-10-05 16:04:09,UV Only,2,0,0,0,0,0,0,0,0
25,2025-10-05 16:04:09,UV Only,3,0,0,0,0,0,0,0,0
25,2025-10-05 16:04:09,UV Only,4,0,0,0,0,0,0,0,0
25,2025-10-05 16:04:09,LED+UV,0,32,41,30,25,14,14,15,8
25,2025-10-05 16:04:09,LED+UV,1,32,41,30,25,14,14,15,8
25,2025-10-05 16:04:09,LED+UV,2,32,41,30,25,14,14,15,8
25,2025-10-05 16:04:09,LED+UV,3,0,0,0,0,0,0,0,0
25,2025-10-05 16:04:09,LED+UV,4,0,0,0,0,0,0,0,0
26,2025-10-05 16:06:08,LED Only,0,0,0,0,0,0,0,0,0
26,2025-10-05 16:06:08,LED Only,1,0,0,0,0,0,0,0,0
26,2025-10-05 16:06:08,LED Only,2,7,47,26,50,83,82,66,38
26,2025-10-05 16:06:08,LED Only,3,7,46,26,50,82,81,66,38
26,2025-10-05 16:06:08,LED Only,4,7,46,26,50,82,81,66,38
26,2025-10-05 16:06:08,UV Only,0,7,46,26,51,83,81,66,38
26,2025-10-05 16:06:08,UV Only,1,7,46,26,51,83,81,66,38
26,2025-10-05 16:06:08,UV Only,2,0,0,0,0,0,0,0,0
26,2025-10-05 16:06:08,UV Only,3,0,0,0,0,0,0,0,0
26,2025-10-05 16:06:08,UV Only,4,0,0,0,0,0,0,0,0
26,2025-10-05 16:06:08,LED+UV,0,30,39,28,23,15,14,16,9
26,2025-10-05 16:06:08,LED+UV,1,30,39,28,23,15,14,16,9
26,2025-10-05 16:06:08,LED+UV,2,30,39,28,23,15,14,16,9
26,2025-10-05 16:06:08,LED+UV,3,30,38,28,22,15,14,15,9
26,2025-10-05 16:06:08,LED+UV,4,30,38,28,22,15,14,15,9
27,2025-10-05 16:07:08,LED Only,0,30,39,28,24,15,14,16,9
27,2025-10-05 16:07:08,LED Only,1,0,0,0,0,0,0,0,0
27,2025-10-05 16:07:08,LED Only,2,7,46,26,50,83,81,66,38
27,2025-10-05 16:07:08,LED Only,3,7,46,26,50,82,81,66,38
27,2025-10-05 16:07:08,LED Only,4,7,46,26,50,83,82,66,38
27,2025-10-05 16:07:08,UV Only,0,7,46,26,50,83,81,66,38
27,2025-10-05 16:07:08,UV Only,1,7,46,26,50,83,81,66,38
27,2025-10-05 16:07:08,UV Only,2,0,0,0,0,0,0,0,0
27,2025-10-05 16:07:08,UV Only,3,0,0,0,0,0,0,0,0
27,2025-10-05 16:07:08,UV Only,4,0,0,0,0,0,0,0,0
27,2025-10-05 16:07:08,LED+UV,0,32,41,30,25,15,14,16,9
27,2025-10-05 16:07:08,LED+UV,1,33,42,31,25,15,14,16,9
27,2025-10-05 16:07:08,LED+UV,2,33,42,31,25,15,14,16,9
27,2025-10-05 16:07:08,LED+UV,3,33,42,31,25,15,14,16,9
27,2025-10-05 16:07:08,LED+UV,4,0,0,0,0,0,0,0,0
28,2025-10-05 16:08:09,LED Only,0,0,0,0,0,0,0,0,0
28,2025-10-05 16:08:09,LED Only,1,0,0,0,0,0,0,0,0
28,2025-10-05 16:08:09,LED Only,2,7,46,26,50,83,81,66,38
28,2025-10-05 16:08:09,LED Only,3,7,46,26,50,83,81,66,38
28,2025-10-05 16:08:09,LED Only,4,7,46,26,50,83,81,66,38
28,2025-10-05 16:08:09,UV Only,0,7,46,26,50,83,81,66,38
28,2025-10-05 16:08:09,UV Only,1,7,46,26,50,83,81,66,38
28,2025-10-05 16:08:09,UV Only,2,7,46,26,50,83,81,66,38
28,2025-10-05 16:08:09,UV Only,3,7,46,26,50,83,81,66,38
28,2025-10-05 16:08:09,UV Only,4,7,46,26,50,83,81,66,38
28,2025-10-05 16:08:09,LED+UV,0,7,46,26,50,83,81,66,38
28,2025-10-05 16:08:09,LED+UV,1,30,39,28,23,15,15,15,9
28,2025-10-05 16:08:09,LED+UV,2,30,39,28,23,15,15,15,9
28,2025-10-05 16:08:09,LED+UV,3,30,39,28,23,15,15,15,9
28,2025-10-05 16:08:09,LED+UV,4,33,42,31,25,15,14,16,9
29,2025-10-05 16:09:12,LED Only,0,32,42,30,24,15,14,16,9
29,2025-10-05 16:09:12,LED Only,1,39,88,56,74,97,96,81,47
29,2025-10-05 16:09:12,LED Only,2,7,46,26,50,83,81,66,38
29,2025-10-05 16:09:12,LED Only,3,7,46,26,50,82,81,66,38
29,2025-10-05 16:09:12,LED Only,4,7,46,26,50,83,81,66,38
29,2025-10-05 16:09:12,UV Only,0,7,46,26,50,82,81,66,38
29,2025-10-05 16:09:12,UV Only,1,7,46,26,50,82,81,66,38
29,2025-10-05 16:09:12,UV Only,2,0,0,0,0,0,0,0,0
29,2025-10-05 16:09:12,UV Only,3,0,0,0,0,0,0,0,0
29,2025-10-05 16:09:12,UV Only,4,0,0,0,0,0,0,0,0
29,2025-10-05 16:09:12,LED+UV,0,32,41,30,25,14,13,14,8
29,2025-10-05 16:09:12,LED+UV,1,32,41,30,25,14,13,14,8
29,2025-10-05 16:09:12,LED+UV,2,32,41,30,25,14,13,14,8
29,2025-10-05 16:09:12,LED+UV,3,0,0,0,0,0,0,0,0
29,2025-10-05 16:09:12,LED+UV,4,0,0,0,0,0,0,0,0
30,2025-10-05 16:11:09,LED Only,0,0,0,0,0,0,0,0,0
30,2025-10-05 16:11:09,LED Only,1,7,46,26,50,83,81,66,38
30,2025-10-05 16:11:09,LED Only,2,7,46,26,50,83,81,66,38
30,2025-10-05 16:11:09,LED Only,3,7,46,26,50,83,81,66,38
30,2025-10-05 16:11:09,LED Only,4,7,46,26,50,82,81,66,38
30,2025-10-05 16:11:09,UV Only,0,7,46,26,50,83,81,66,38
30,2025-10-05 16:11:09,UV Only,1,7,46,26,50,83,81,66,38
30,2025-10-05 16:11:09,UV Only,2,0,0,0,0,0,0,0,0
30,2025-10-05 16:11:09,UV Only,3,0,0,0,0,0,0,0,0
30,2025-10-05 16:11:09,UV Only,4,0,0,0,0,0,0,0,0
30,2025-10-05 16:11:09,LED+UV,0,30,39,28,23,15,14,15,9
30,2025-10-05 16:11:09,LED+UV,1,32,41,30,25,15,14,16,9
30,2025-10-05 16:11:09,LED+UV,2,32,41,30,25,15,14,16,9
30,2025-10-05 16:11:09,LED+UV,3,0,0,0,0,0,0,0,0
30,2025-10-05 16:11:09,LED+UV,4,0,0,0,0,0,0,0,0
31,2025-10-05 16:12:08,LED Only,0,0,0,0,0,0,0,0,0
31,2025-10-05 16:12:08,LED Only,1,0,0,0,0,0,0,0,0
31,2025-10-05 16:12:08,LED Only,2,0,0,0,0,0,0,0,0
31,2025-10-05 16:12:08,LED Only,3,7,46,26,50,82,81,66,38
31,2025-10-05 16:12:08,LED Only,4,7,46,26,50,82,81,66,38
31,2025-10-05 16:12:08,UV Only,0,7,46,26,50,83,81,66,38
31,2025-10-05 16:12:08,UV Only,1,7,46,26,50,83,81,66,38
31,2025-10-05 16:12:08,UV Only,2,7,46,26,50,83,81,66,38
31,2025-10-05 16:12:08,UV Only,3,7,46,26,50,83,81,66,38
31,2025-10-05 16:12:08,UV Only,4,7,46,26,50,83,81,66,38
31,2025-10-05 16:12:08,LED+UV,0,0,0,0,0,0,0,0,0
31,2025-10-05 16:12:08,LED+UV,1,30,39,28,23,15,14,15,9
31,2025-10-05 16:12:08,LED+UV,2,30,39,28,23,15,14,15,9
31,2025-10-05 16:12:08,LED+UV,3,30,39,28,23,15,14,15,9
31,2025-10-05 16:12:08,LED+UV,4,32,41,30,25,15,14,16,9
32,2025-10-05 16:13:08,LED Only,0,32,41,30,24,15,14,16,9
32,2025-10-05 16:13:08,LED Only,1,0,0,0,0,0,0,0,0
32,2025-10-05 16:13:08,LED Only,2,7,46,26,50,83,81,66,38
32,2025-10-05 16:13:08,LED Only,3,7,47,26,50,83,81,66,38
32,2025-10-05 16:13:08,LED Only,4,7,46,26,50,83,81,66,38
32,2025-10-05 16:13:08,UV Only,0,7,47,26,50,82,81,66,38
32,2025-10-05 16:13:08,UV Only,1,7,47,26,50,82,81,66,38
32,2025-10-05 16:13:08,UV Only,2,0,0,0,0,0,0,0,0
32,2025-10-05 16:13:08,UV Only,3,0,0,0,0,0,0,0,0
32,2025-10-05 16:13:08,UV Only,4,0,0,0,0,0,0,0,0
32,2025-10-05 16:13:08,LED+UV,0,0,0,0,0,0,0,0,0
32,2025-10-05 16:13:08,LED+UV,1,0,0,0,0,0,0,0,0
32,2025-10-05 16:13:08,LED+UV,2,0,0,0,0,0,0,0,0
32,2025-10-05 16:13:08,LED+UV,3,0,0,0,0,0,0,0,0
32,2025-10-05 16:13:08,LED+UV,4,0,0,0,0,0,0,0,0
33,2025-10-05 16:14:08,LED Only,0,0,0,0,0,0,0,0,0
33,2025-10-05 16:14:08,LED Only,1,0,0,0,0,0,0,0,0
33,2025-10-05 16:14:08,LED Only,2,7,46,26,50,82,81,66,38
33,2025-10-05 16:14:08,LED Only,3,7,46,26,50,82,81,66,38
33,2025-10-05 16:14:08,LED Only,4,7,46,26,50,83,81,66,38
33,2025-10-05 16:14:08,UV Only,0,7,46,26,50,83,81,66,38
33,2025-10-05 16:14:08,UV Only,1,7,46,26,50,83,81,66,38
33,2025-10-05 16:14:08,UV Only,2,0,0,0,0,0,0,0,0
33,2025-10-05 16:14:08,UV Only,3,0,0,0,0,0,0,0,0
33,2025-10-05 16:14:08,UV Only,4,0,0,0,0,0,0,0,0
33,2025-10-05 16:14:08,LED+UV,0,32,41,30,25,15,14,16,9
33,2025-10-05 16:14:08,LED+UV,1,30,38,28,23,15,15,15,9
33,2025-10-05 16:14:08,LED+UV,2,30,38,28,23,15,15,15,9
33,2025-10-05 16:14:08,LED+UV,3,30,38,28,23,15,15,15,9
33,2025-10-05 16:14:08,LED+UV,4,0,0,0,0,0,0,0,0
34,2025-10-05 16:15:11,LED Only,0,0,0,0,0,0,0,0,0
34,2025-10-05 16:15:11,LED Only,1,0,0,0,0,0,0,0,0
34,2025-10-05 16:15:11,LED Only,2,7,46,26,50,81,81,66,38
34,2025-10-05 16:15:11,LED Only,3,7,46,26,50,82,81,66,38
34,2025-10-05 16:15:11,LED Only,4,7,46,26,50,83,81,66,38
34,2025-10-05 16:15:11,UV Only,0,7,46,26,50,82,81,66,38
34,2025-10-05 16:15:11,UV Only,1,7,46,26,50,82,81,66,38
34,2025-10-05 16:15:11,UV Only,2,0,0,0,0,0,0,0,0
34,2025-10-05 16:15:11,UV Only,3,0,0,0,0,0,0,0,0
34,2025-10-05 16:15:11,UV Only,4,0,0,0,0,0,0,0,0
34,2025-10-05 16:15:11,LED+UV,0,32,41,30,25,14,14,15,8
34,2025-10-05 16:15:11,LED+UV,1,32,41,30,25,14,14,15,8
34,2025-10-05 16:15:11,LED+UV,2,32,41,30,25,14,14,15,8
34,2025-10-05 16:15:11,LED+UV,3,0,0,0,0,0,0,0,0
34,2025-10-05 16:15:11,LED+UV,4,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,LED Only,0,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,LED Only,1,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,LED Only,2,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,LED Only,3,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,LED Only,4,7,46,26,50,82,81,66,38
35,2025-10-05 16:16:08,UV Only,0,7,46,26,50,82,80,66,38
35,2025-10-05 16:16:08,UV Only,1,7,46,26,50,82,80,66,38
35,2025-10-05 16:16:08,UV Only,2,7,46,26,50,82,80,66,38
35,2025-10-05 16:16:08,UV Only,3,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,UV Only,4,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,LED+UV,0,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,LED+UV,1,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,LED+UV,2,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,LED+UV,3,0,0,0,0,0,0,0,0
35,2025-10-05 16:16:08,LED+UV,4,31,42,30,25,15,14,15,9
36,2025-10-05 16:17:11,LED Only,0,0,0,0,0,0,0,0,0
36,2025-10-05 16:17:11,LED Only,1,0,0,0,0,0,0,0,0
36,2025-10-05 16:17:11,LED Only,2,7,46,26,50,82,81,65,38
36,2025-10-05 16:17:11,LED Only,3,7,46,26,50,82,81,66,38
36,2025-10-05 16:17:11,LED Only,4,7,46,26,50,82,80,65,38
36,2025-10-05 16:17:11,UV Only,0,7,46,26,50,82,81,66,38
36,2025-10-05 16:17:11,UV Only,1,7,46,26,50,82,81,66,38
36,2025-10-05 16:17:11,UV Only,2,0,0,0,0,0,0,0,0
36,2025-10-05 16:17:11,UV Only,3,0,0,0,0,0,0,0,0
36,2025-10-05 16:17:11,UV Only,4,0,0,0,0,0,0,0,0
36,2025-10-05 16:17:11,LED+UV,0,0,0,0,0,0,0,0,0
36,2025-10-05 16:17:11,LED+UV,1,0,0,0,0,0,0,0,0
36,2025-10-05 16:17:11,LED+UV,2,0,0,0,0,0,0,0,0
36,2025-10-05 16:17:11,LED+UV,3,32,41,30,24,15,15,15,9
36,2025-10-05 16:17:11,LED+UV,4,32,41,30,24,15,15,15,9
37,2025-10-05 16:18:09,LED Only,0,0,0,0,0,0,0,0,0
37,2025-10-05 16:18:09,LED Only,1,7,46,26,50,82,81,66,38
37,2025-10-05 16:18:09,LED Only,2,7,46,26,50,82,81,66,38
37,2025-10-05 16:18:09,LED Only,3,7,46,26,50,82,81,66,38
37,2025-10-05 16:18:09,LED Only,4,7,46,26,50,82,81,66,38
37,2025-10-05 16:18:09,UV Only,0,7,46,26,50,82,81,66,38
37,2025-10-05 16:18:09,UV Only,1,7,46,26,50,82,81,66,38
37,2025-10-05 16:18:09,UV Only,2,0,0,0,0,0,0,0,0
37,2025-10-05 16:18:09,UV Only,3,0,0,0,0,0,0,0,0
37,2025-10-05 16:18:09,UV Only,4,0,0,0,0,0,0,0,0
37,2025-10-05 16:18:09,LED+UV,0,32,41,30,24,14,14,16,8
37,2025-10-05 16:18:09,LED+UV,1,32,41,30,24,14,14,16,8
37,2025-10-05 16:18:09,LED+UV,2,32,41,30,24,14,14,16,8
37,2025-10-05 16:18:09,LED+UV,3,32,41,30,24,14,14,16,8
37,2025-10-05 16:18:09,LED+UV,4,0,0,0,0,0,0,0,0
38,2025-10-05 16:19:09,LED Only,0,0,0,0,0,0,0,0,0
38,2025-10-05 16:19:09,LED Only,1,0,0,0,0,0,0,0,0
38,2025-10-05 16:19:09,LED Only,2,7,46,26,50,83,81,66,38
38,2025-10-05 16:19:09,LED Only,3,7,46,26,50,82,81,66,38
38,2025-10-05 16:19:09,LED Only,4,7,46,26,50,83,81,66,38
38,2025-10-05 16:19:09,UV Only,0,7,46,26,50,82,81,66,38
38,2025-10-05 16:19:09,UV Only,1,7,46,26,50,82,81,66,38
38,2025-10-05 16:19:09,UV Only,2,7,46,26,50,82,81,66,38
38,2025-10-05 16:19:09,UV Only,3,7,46,26,50,82,81,66,38
38,2025-10-05 16:19:09,UV Only,4,7,46,26,50,82,81,66,38
38,2025-10-05 16:19:09,LED+UV,0,32,41,30,24,15,14,16,9
38,2025-10-05 16:19:09,LED+UV,1,32,41,30,24,15,14,16,9
38,2025-10-05 16:19:09,LED+UV,2,32,41,30,24,15,14,16,9
38,2025-10-05 16:19:09,LED+UV,3,32,42,30,25,15,15,15,9
38,2025-10-05 16:19:09,LED+UV,4,32,42,30,25,15,15,15,9
39,2025-10-05 16:20:08,LED Only,0,0,0,0,0,0,0,0,0
39,2025-10-05 16:20:08,LED Only,1,0,0,0,0,0,0,0,0
39,2025-10-05 16:20:08,LED Only,2,0,0,0,0,0,0,0,0
39,2025-10-05 16:20:08,LED Only,3,7,46,26,50,82,81,66,38
39,2025-10-05 16:20:08,LED Only,4,7,46,26,50,82,81,66,38
39,2025-10-05 16:20:08,UV Only,0,7,46,26,50,81,81,66,38
39,2025-10-05 16:20:08,UV Only,1,7,46,26,50,81,81,66,38
39,2025-10-05 16:20:08,UV Only,2,0,0,0,0,0,0,0,0
39,2025-10-05 16:20:08,UV Only,3,0,0,0,0,0,0,0,0
39,2025-10-05 16:20:08,UV Only,4,0,0,0,0,0,0,0,0
39,2025-10-05 16:20:08,LED+UV,0,32,41,30,25,15,14,16,9
39,2025-10-05 16:20:08,LED+UV,1,32,41,30,25,15,14,16,9
39,2025-10-05 16:20:08,LED+UV,2,32,41,30,25,15,14,16,9
39,2025-10-05 16:20:08,LED+UV,3,32,41,30,24,15,14,16,9
39,2025-10-05 16:20:08,LED+UV,4,32,41,30,24,15,14,16,9
40,2025-10-05 16:21:08,LED Only,0,29,39,28,23,15,15,16,9
40,2025-10-05 16:21:08,LED Only,1,0,0,0,0,0,0,0,0
40,2025-10-05 16:21:08,LED Only,2,7,46,26,50,81,81,65,38
40,2025-10-05 16:21:08,LED Only,3,7,46,26,50,82,81,66,38
40,2025-10-05 16:21:08,LED Only,4,7,47,26,50,82,80,66,38
40,2025-10-05 16:21:08,UV Only,0,7,46,26,50,82,80,65,38
40,2025-10-05 16:21:08,UV Only,1,7,46,26,50,82,80,65,38
40,2025-10-05 16:21:08,UV Only,2,0,0,0,0,0,0,0,0
40,2025-10-05 16:21:08,UV Only,3,0,0,0,0,0,0,0,0
40,2025-10-05 16:21:08,UV Only,4,0,0,0,0,0,0,0,0
40,2025-10-05 16:21:08,LED+UV,0,32,41,30,25,15,14,16,9
40,2025-10-05 16:21:08,LED+UV,1,32,41,30,25,14,14,15,8
40,2025-10-05 16:21:08,LED+UV,2,32,41,30,25,14,14,15,8
40,2025-10-05 16:21:08,LED+UV,3,32,41,30,25,14,14,15,8
40,2025-10-05 16:21:08,LED+UV,4,0,0,0,0,0,0,0,0
41,2025-10-05 16:22:09,LED Only,0,0,0,0,0,0,0,0,0
41,2025-10-05 16:22:09,LED Only,1,0,0,0,0,0,0,0,0
41,2025-10-05 16:22:09,LED Only,2,7,46,26,50,82,81,65,38
41,2025-10-05 16:22:09,LED Only,3,7,46,26,50,82,81,66,38
41,2025-10-05 16:22:09,LED Only,4,7,46,26,50,82,80,65,38
41,2025-10-05 16:22:09,UV Only,0,7,46,26,50,82,80,65,38
41,2025-10-05 16:22:09,UV Only,1,7,46,26,50,82,80,65,38
41,2025-10-05 16:22:09,UV Only,2,7,46,26,50,82,80,65,38
41,2025-10-05 16:22:09,UV Only,3,0,0,0,0,0,0,0,0
41,2025-10-05 16:22:09,UV Only,4,0,0,0,0,0,0,0,0
41,2025-10-05 16:22:09,LED+UV,0,33,43,30,25,15,14,16,9
41,2025-10-05 16:22:09,LED+UV,1,30,38,28,23,15,14,15,9
41,2025-10-05 16:22:09,LED+UV,2,30,38,28,23,15,14,15,9
41,2025-10-05 16:22:09,LED+UV,3,30,38,28,23,15,14,15,9
41,2025-10-05 16:22:09,LED+UV,4,0,0,0,0,0,0,0,0
42,2025-10-05 16:23:09,LED Only,0,0,0,0,0,0,0,0,0
42,2025-10-05 16:23:09,LED Only,1,0,0,0,0,0,0,0,0
42,2025-10-05 16:23:09,LED Only,2,0,0,0,0,0,0,0,0
42,2025-10-05 16:23:09,LED Only,3,7,46,26,50,82,80,66,38
42,2025-10-05 16:23:09,LED Only,4,7,47,26,50,82,81,66,38
42,2025-10-05 16:23:09,UV Only,0,7,46,26,50,82,81,66,38
42,2025-10-05 16:23:09,UV Only,1,7,46,26,50,82,81,66,38
42,2025-10-05 16:23:09,UV Only,2,7,46,26,50,82,81,66,38
42,2025-10-05 16:23:09,UV Only,3,7,46,26,50,82,81,66,38
42,2025-10-05 16:23:09,UV Only,4,7,46,26,50,82,81,66,38
42,2025-10-05 16:23:09,LED+UV,0,7,47,26,50,82,81,66,38
42,2025-10-05 16:23:09,LED+UV,1,0,0,0,0,0,0,0,0
42,2025-10-05 16:23:09,LED+UV,2,0,0,0,0,0,0,0,0
42,2025-10-05 16:23:09,LED+UV,3,0,0,0,0,0,0,0,0
42,2025-10-05 16:23:09,LED+UV,4,32,41,30,25,15,14,15,9
43,2025-10-05 16:24:08,LED Only,0,0,0,0,0,0,0,0,0
43,2025-10-05 16:24:08,LED Only,1,0,0,0,0,0,0,0,0
43,2025-10-05 16:24:08,LED Only,2,7,46,26,50,82,81,65,38
43,2025-10-05 16:24:08,LED Only,3,7,46,26,50,81,81,65,38
43,2025-10-05 16:24:08,LED Only,4,7,46,26,50,82,81,66,38
43,2025-10-05 16:24:08,UV Only,0,7,46,26,50,82,80,65,38
43,2025-10-05 16:24:08,UV Only,1,7,46,26,50,82,80,65,38
43,2025-10-05 16:24:08,UV Only,2,0,0,0,0,0,0,0,0
43,2025-10-05 16:24:08,UV Only,3,0,0,0,0,0,0,0,0
43,2025-10-05 16:24:08,UV Only,4,0,0,0,0,0,0,0,0
43,2025-10-05 16:24:08,LED+UV,0,32,41,30,24,14,13,15,8
43,2025-10-05 16:24:08,LED+UV,1,30,38,28,23,15,16,17,9
43,2025-10-05 16:24:08,LED+UV,2,30,38,28,23,15,16,17,9
43,2025-10-05 16:24:08,LED+UV,3,30,38,28,23,15,16,17,9
43,2025-10-05 16:24:08,LED+UV,4,32,41,30,24,15,15,16,9
44,2025-10-05 16:25:10,LED Only,0,0,0,0,0,0,0,0,0
44,2025-10-05 16:25:10,LED Only,1,7,46,26,50,82,80,65,38
44,2025-10-05 16:25:10,LED Only,2,7,46,26,50,82,80,65,38
44,2025-10-05 16:25:10,LED Only,3,7,46,26,50,82,80,65,38
44,2025-10-05 16:25:10,LED Only,4,7,46,26,50,82,80,65,38
44,2025-10-05 16:25:10,UV Only,0,7,47,26,50,82,80,65,38
44,2025-10-05 16:25:10,UV Only,1,7,47,26,50,82,80,65,38
44,2025-10-05 16:25:10,UV Only,2,0,0,0,0,0,0,0,0
44,2025-10-05 16:25:10,UV Only,3,0,0,0,0,0,0,0,0
44,2025-10-05 16:25:10,UV Only,4,0,0,0,0,0,0,0,0
44,2025-10-05 16:25:10,LED+UV,0,32,41,30,24,15,14,16,9
44,2025-10-05 16:25:10,LED+UV,1,32,41,30,24,15,14,16,9
44,2025-10-05 16:25:10,LED+UV,2,32,41,30,24,15,14,16,9
44,2025-10-05 16:25:10,LED+UV,3,0,0,0,0,0,0,0,0
44,2025-10-05 16:25:10,LED+UV,4,0,0,0,0,0,0,0,0
45,2025-10-05 16:26:09,LED Only,0,32,41,30,25,15,14,16,9
45,2025-10-05 16:26:09,LED Only,1,0,0,0,0,0,0,0,0
45,2025-10-05 16:26:09,LED Only,2,7,46,26,50,81,80,65,38
45,2025-10-05 16:26:09,LED Only,3,7,46,26,50,82,80,65,38
45,2025-10-05 16:26:09,LED Only,4,7,46,26,50,82,80,65,38
45,2025-10-05 16:26:09,UV Only,0,7,47,26,50,82,80,65,38
45,2025-10-05 16:26:09,UV Only,1,7,47,26,50,82,80,65,38
45,2025-10-05 16:26:09,UV Only,2,0,0,0,0,0,0,0,0
45,2025-10-05 16:26:09,UV Only,3,0,0,0,0,0,0,0,0
45,2025-10-05 16:26:09,UV Only,4,0,0,0,0,0,0,0,0
45,2025-10-05 16:26:09,LED+UV,0,32,41,30,25,15,14,15,9
45,2025-10-05 16:26:09,LED+UV,1,32,41,30,25,15,14,15,9
45,2025-10-05 16:26:09,LED+UV,2,32,41,30,25,15,14,15,9
45,2025-10-05 16:26:09,LED+UV,3,32,41,30,25,15,14,15,9
45,2025-10-05 16:26:09,LED+UV,4,0,0,0,0,0,0,0,0
46,2025-10-05 16:30:25,LED Only,0,32,41,30,25,15,14,16,9
46,2025-10-05 16:30:25,LED Only,1,0,0,0,0,0,0,0,0
46,2025-10-05 16:30:25,LED Only,2,7,46,26,50,81,80,65,38
46,2025-10-05 16:30:25,LED Only,3,7,46,26,50,82,80,65,38
46,2025-10-05 16:30:25,LED Only,4,7,46,26,50,82,80,65,38
46,2025-10-05 16:30:25,UV Only,0,0,0,0,0,0,0,0,0
46,2025-10-05 16:30:25,UV Only,1,0,0,0,0,0,0,0,0
46,2025-10-05 16:30:25,UV Only,2,0,0,0,0,0,0,0,0
46,2025-10-05 16:30:25,LED+UV,0,0,0,0,0,0,0,0,0
46,2025-10-05 16:30:25,LED+UV,1,0,0,0,0,0,0,0,0
46,2025-10-05 16:30:25,LED+UV,2,0,0,0,0,0,0,0,0
46,2025-10-05 16:30:25,LED+UV,3,0,0,0,0,0,0,0,0
46,2025-10-05 16:30:25,LED+UV,4,0,0,0,0,0,0,0,0
46,2025-10-05 16:30:25,LED+UV,5,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,LED Only,0,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,LED Only,1,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,LED Only,2,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,LED Only,3,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,LED Only,4,7,46,26,50,82,80,65,37
47,2025-10-05 16:31:50,UV Only,0,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,UV Only,1,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,UV Only,2,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,UV Only,3,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,UV Only,4,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,LED+UV,0,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,LED+UV,1,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,LED+UV,2,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,LED+UV,3,0,0,0,0,0,0,0,0
47,2025-10-05 16:31:50,LED+UV,4,0,0,0,0,0,0,0,0
48,2025-10-05 16:32:33,LED Only,0,32,41,30,24,15,14,16,9
48,2025-10-05 16:32:33,LED Only,1,32,41,30,25,15,14,16,9
48,2025-10-05 16:32:33,LED Only,2,33,42,30,25,15,14,16,9
48,2025-10-05 16:32:33,LED Only,3,32,41,30,25,14,14,15,8
48,2025-10-05 16:32:33,LED Only,4,32,41,30,25,15,14,16,9
48,2025-10-05 16:32:33,UV Only,0,30,40,28,24,15,14,15,9
48,2025-10-05 16:32:33,UV Only,1,30,40,28,24,15,14,15,9
48,2025-10-05 16:32:33,UV Only,2,32,41,30,25,15,14,16,9
48,2025-10-05 16:32:33,UV Only,3,32,41,30,25,15,14,16,9
48,2025-10-05 16:32:33,UV Only,4,32,41,30,25,15,14,16,9
48,2025-10-05 16:32:33,LED+UV,0,32,41,30,24,15,14,16,9
48,2025-10-05 16:32:33,LED+UV,1,32,41,30,24,15,14,16,9
48,2025-10-05 16:32:33,LED+UV,2,32,41,30,24,15,14,16,9
48,2025-10-05 16:32:33,LED+UV,3,30,40,28,23,15,14,15,9
48,2025-10-05 16:32:33,LED+UV,4,30,40,28,23,15,14,15,9
49,2025-10-05 16:33:33,LED Only,0,32,41,30,25,15,15,16,9
49,2025-10-05 16:33:33,LED Only,1,0,0,0,0,0,0,0,0
